Rank;DokumentType;Titel;PopulærTitel;Ressort;AdministrerendeMyndighed;JournalNummer;Nummer;År;DokumentId;ACCN;Publiceringsmedie;UndtagetFraOffentliggørelse;GeografiskDækning;UnderskriftDato;PubliceretTidspunkt;SidstPubliceretTidspunkt;BekendtgørelsesDato;HistoriskDato;Historisk;RedaktionelNote;OmtryksNote;AlternativeMedierNote;AnfoerINote;HjemmelVedroerer;SenereAendringer;ÆndrerI;Tiltræder;EliUrl
L;Bekendtgørelse (international);Bekendtgørelse af aftale af 14. maj 1986 med Den tyske demokratiske Republik om gensidige fiskerirelationer mellem Færøerne og Den tyske demokratiske Republik;;Udenrigsministeriet;Udenrigsministeriet sammen med Færøernes landsstyre;Udenrigsmin. j.nr. 63.Fær.-DDR.;87;1987;CM030766;L19870008764;Lovtidende C;;Fremgår af forskriften;19871005;19971001;20040812;19871023;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ltc/1987/87
A;Lovbekendtgørelse;Bekendtgørelse af lov om nationalparker;;Miljøministeriet;Miljøstyrelsen;Miljø- og Fødevaremin.,\nStyrelsen for Vand- og Naturforvaltning, j.nr. 029-00510;120;2017;CK001179;A20170012029;Lovtidende A;;Fremgår af forskriften;20170126;20170201;20170201;20170201;;FALSE;;;;;;LOV nr 900 af 21/06/2022;;;https://www.retsinformation.dk/eli/lta/2017/120
B;Bekendtgørelse;Bekendtgørelse om Danmarks fiskeriterritorium;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Statsministeriet, j.nr. 2004-1;386;1985;CM044163;B19850038605;Lovtidende A;;Fremgår af forskriften;19850823;19971001;19981006;19850831;;FALSE;;;;;A19760059730;;;;https://www.retsinformation.dk/eli/lta/1985/386
B;Bekendtgørelse;Bekendtgørelse om erhvervsmæssig konservering af visse dyrearter;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;843;2016;CK000769;B20160084305;Lovtidende A;;Fremgår af forskriften;20160627;20160629;20160629;20160629;;FALSE;;;;;A20190026529,A20210198629;BEK nr 443 af 10/04/2019;;;https://www.retsinformation.dk/eli/lta/2016/843
B;Bekendtgørelse;Bekendtgørelse om en målrettet lønkompensationsordning på Kulturministeriet og Børne- og Undervisningsministeriets område fra december 2021 til januar 2022 til foreninger, selvejende institutioner og fonde m.v. med primært offentlig finansiering, der er i økonomisk krise som følge af COVID-19;;Kulturministeriet;;Kulturmin., j.nr. 2021-528;196;2022;AK001953;B20220019605;Lovtidende A;;Fremgår af forskriften;20220206;20220208;20220208;20220208;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2022/196
B;Bekendtgørelse;Bekendtgørelse om en målrettet lønkompensationsordning fra december 2021 til januar 2022 til virksomheder i økonomisk krise som følge af COVID-19;;Erhvervsministeriet;Erhvervsstyrelsen;Erhvervsmin.,\nErhvervsstyrelsen, j.nr. 2021-31406;76;2022;CQ002053;B20220007605;Lovtidende A;;Fremgår af forskriften;20220107;20220120;20220120;20220120;;FALSE;;;;;A20180151830;BEK nr 685 af 12/05/2022;;;https://www.retsinformation.dk/eli/lta/2022/76
A;Lov;Lov om Miljø- og Fødevareklagenævnet;;Erhvervsministeriet;;Miljø- og Fødevaremin., j.nr. 2016-8494;1715;2016;CK001106;A20160171530;Lovtidende A;;Fremgår af forskriften;20161227;20161228;20161228;20161228;;FALSE;;;;;;LOV nr 338 af 02/04/2019,LOV nr 58 af 28/01/2020,LOV nr 133 af 25/02/2020,LOV nr 784 af 04/05/2021,LOV nr 900 af 21/06/2022;;;https://www.retsinformation.dk/eli/lta/2016/1715
B;Bekendtgørelse;Bekendtgørelse om tilskud til vådområdeprojekter og lavbundsprojekter;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Landbrugsstyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri, \nLandbrugsstyrelsen, j.nr. 20-12232-000012;318;2021;DC000128;B20210031805;Lovtidende A;;Fremgår af forskriften;20210301;20210302;20210302;20210302;;FALSE;;;;;A20200011429;;;;https://www.retsinformation.dk/eli/lta/2021/318
B;Bekendtgørelse;Bekendtgørelse om registrering og kontrol af oplysninger om fisk, der landes direkte, og fisk, der importeres;Kontrolbekendtgørelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fiskeristyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri, j.nr. 2021-5202 ;1765;2021;DC000318;B20210176505;Lovtidende A;;Fremgår af forskriften;20210903;20210904;20210904;20210904;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2021/1765
B;Bekendtgørelse;Bekendtgørelse om beskyttelse af søkabler og undersøiske rørledninger (Kabelbekendtgørelsen);;Erhvervsministeriet;Søfartsstyrelsen;Industrimin. Søfartsstyrelsen, Nautisk Kontor, j.nr. 6100-3;939;1992;CM024200;B19920093905;Lovtidende A;;Fremgår af forskriften;19921127;19970924;20070719;19921208;;FALSE;;;;;A20220022129;;;;https://www.retsinformation.dk/eli/lta/1992/939
L;Bekendtgørelse (international);Bekendtgørelse af ILO-konvention af 14. juni 2007 om arbejdsforhold i fiskerisektoren;;Udenrigsministeriet;;Udenrigsmin., j.nr. 2020-10378;1;2021;AS001982;L20210000164;Lovtidende C;;Fremgår af forskriften;20210210;20210211;20210211;20210211;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ltc/2021/1
A;Lovbekendtgørelse;Bekendtgørelse af lov om afgift af naturgas og bygas m.v.;Gasafgiftsloven;Skatteministeriet;Skatteforvaltningen;Skattemin., j.nr. 2018-8342;1100;2020;AN014411;A20200110029;Lovtidende A;;Fremgår af forskriften;20200701;20200702;20200702;20200702;;FALSE;;;;;;LOV nr 138 af 25/02/2020,LOV nr 2225 af 29/12/2020,LOV nr 923 af 18/05/2021,LOV nr 1240 af 11/06/2021,LOV nr 2606 af 28/12/2021,LOV nr 832 af 14/06/2022;;;https://www.retsinformation.dk/eli/lta/2020/1100
A;Lovbekendtgørelse;Bekendtgørelse af lov om fremgangsmåden ved ekspropriation vedrørende fast ejendom;;Transportministeriet;;Transportmin., j.nr. 401-28;1161;2008;BL000120;A20080116129;Lovtidende A;;Fremgår af forskriften;20081120;20081210;20081210;20081210;;FALSE;;;;;;LOV nr 1520 af 27/12/2014,LOV nr 1895 af 29/12/2015;;;https://www.retsinformation.dk/eli/lta/2008/1161
A;Ændringslov;Lov om ændring af næringsloven\n(Omførsel);;Erhvervsministeriet;Erhvervs- og Selskabsstyrelsen;Økonomi- og Erhvervsmin., j.nr. 207-101;549;2006;AU002537;A20060054930;Lovtidende A;;Fremgår af forskriften;20060608;20060609;20060609;20060609;;FALSE;;;;;;LOV nr 595 af 14/06/2011;;;https://www.retsinformation.dk/eli/lta/2006/549
L;Bekendtgørelse (international);Bekendtgørelse af protokol af 25. april 2012 til overenskomst af 18. maj 1999 med Storbritannien om den maritime afgrænsning i området mellem Færøerne og Storbritannien;;Udenrigsministeriet;;Udenrigsmin., JTF, j.nr. 46.Færøerne.1.b.;15;2014;AS001493;L20140001564;Lovtidende C;;Fremgår af forskriften;20140902;20140905;20140905;20140905;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ltc/2014/15
C;Cirkulære (1 sp);Cirkulære om forretningsorden for bestyrelsen for Grønt Udviklings- og Demonstrationsprogram (GUDP), herunder vedrørende sekretariatsbetjening af bestyrelsen;;Ministeriet for Fødevarer, Landbrug og Fiskeri;FødevareErhverv;Fødevaremin.\nFødevareErhverv, j.nr. 3401-X-09-1355;9383;2011;AH004340;C20110938309;Retsinformation;;Fremgår af forskriften;20110825;20110826;20110826;;;FALSE;;;;;A20170002329;;;;https://www.retsinformation.dk/eli/retsinfo/2011/9383
L;Bekendtgørelse (international);Bekendtgørelse om en under 31. December 1932 mellem Danmark og Sverige afsluttet Konvention angaaende Fiskeriforholdene i de til Danmark og Sverige grænsende Farvande;;Udenrigsministeriet;Fiskeriministeriet og Udenrigsministeriet;Udenrigsmin., j.nr. 63.D.31.;228;1933;AS001489;L19330022864;Lovtidende A;;Fremgår af forskriften;19330621;19330705;19330705;19330705;;FALSE;;;;;;BKI nr 8 af 27/01/1986,BKI nr 38 af 17/08/1956,BKI nr 14 af 02/09/2014;;;https://www.retsinformation.dk/eli/lta/1933/228
B;Bekendtgørelse;Bekendtgørelse om håndbog om dokumentation for opfyldelse af CO2e-fortrængningskrav m.v. (HB 2022);;Klima-, Energi- og Forsyningsministeriet;Energistyrelsen;Klima-, Energi- og Forsyningsmin.,\nEnergistyrelsen, j.nr. 2021-13315;2536;2021;DB000428;B20210253605;Lovtidende A;;Fremgår af forskriften;20211214;20211223;20211223;20211223;;FALSE;;;;;A20210216729;;;;https://www.retsinformation.dk/eli/lta/2021/2536
C;Cirkulære (1 sp);Cirkulære til Landinspektørerne vedrørende Statens Ejendomsret til Arealer i Nissum Fjord m. m.;;Klima-, Energi- og Forsyningsministeriet;Geodatastyrelsen;KMS-202-00122;9000;1947;AL003022;C19470900009;Retsinformation;;Fremgår af forskriften;19470529;20140920;20140920;;;FALSE;Cirkulæret har været gældende siden 1947 og praktiserende landinspektører har siden da iagttaget cirkulæret ved matrikulære ændringer mod Nissum Fjord. Ved en fejl blev cirkulæret ikke optaget i Retsinformation ved dets etablering. Fejlen er berigtiget den 19. september 2014.;;;;A19290014330;;;;https://www.retsinformation.dk/eli/retsinfo/1947/9000
L;Bekendtgørelse (international);Bekendtgørelse af aftale af 29. juni 1992 med Sverige om ændring af konventionen af 31. december 1932 med Sverige angående fiskeriforholdene i de til Danmark og Sverige grænsende farvande for så vidt angår afmærkning af fiskeredskaber;;Udenrigsministeriet;;Udenrigsmin., JTF j.nr. 63.D.31.;14;2014;AS001492;L20140001464;Lovtidende C;;Fremgår af forskriften;20140902;20140904;20140904;20140904;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ltc/2014/14
L;Bekendtgørelse (international);Bekendtgørelse af aftale med Norge af 19. december 1966 om traditionelt norsk brislingefiskeri i Kattegat;;Udenrigsministeriet;Fiskeriministeriet;Udenrigsmin. R.H. j.nr. 55.D.52.;62;1967;CM039741;L19670006264;Lovtidende C;;Fremgår af forskriften;19670817;19970925;20000929;19670911;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ltc/1967/62
B;Bekendtgørelse;BEKENDTGØRELSE AF AFTALE I henhold til punkt 20 i aftale af 18. oktober 1979 mellem Danmark og Grønland om bistand i skattesager (dobbeltbeskatningsaftalens art. 26);;Skatteministeriet;Statsskattedirektoratet;Skd. 7. 23-4-/ 81;37;1986;CM045238;B19860003705;Lovtidende A;;Fremgår af forskriften;19860120;19970925;19980315;19860214;;FALSE;;;;;A19530007430;;;;https://www.retsinformation.dk/eli/lta/1986/37
B;Bekendtgørelse;Meddelelser fra Søfartsstyrelsen A, arbejdsmiljø i skibe, kapitel A III B(1), fysiske arbejdsmiljøpåvirkninger, 1. januar 2006;;Erhvervsministeriet;Søfartsstyrelsen;Økonomi- og Erhvervsmin.,\nSøfartsstyrelsen;9092;2006;AU002455;B20060909205;Retsinformation;A20020062729;Fremgår af forskriften;20051220;20060303;20070719;;;FALSE;"Meddelser fra Søfartsstyrelsen A består af en kort forskrift og et antal bilag i form af kapitler. Forskriften indeholder en liste over kapitlernes indhold og datering. Meddelelser fra Søfartsstyrelsen A i sin helhed findes ved at foretage følgende søgning : i feltet ""populærtitel"" skrives ""meddelelser a""";;;;A20220022129;;;;https://www.retsinformation.dk/eli/retsinfo/2006/9092
B;Bekendtgørelse;Bekendtgørelse om vurdering af virkningerne på miljøet (VVM), konsekvensvurdering vedrørende Natura 2000-områder og beskyttelse af visse dyre- og plantearter i forbindelse med ændringer eller udvidelser af anlægsprojektet om anlæg af en ny Storstrømsbro og nedrivning af den eksisterende Storstrømsbro;;Transportministeriet;Trafik-, Bygge- og Boligstyrelsen;Transport-, Bygnings- og Boligmin., j.nr. 2016-4327;1105;2017;CX000201;B20170110505;Lovtidende A;;Fremgår af forskriften;20170928;20170930;20170930;20170930;;FALSE;;;;;A20150073730;;;;https://www.retsinformation.dk/eli/lta/2017/1105
B;Ændringsbekendtgørelse;Bekendtgørelse om ændring af bekendtgørelse om tilskud til miljøvenlig drift af vådområder;;Ministeriet for Fødevarer, Landbrug og Fiskeri;FødevareErhverv;Fødevaremin.,\nFødevareErhverv, j.nr. 3690-08-13;894;2008;AH003045;B20080089405;Lovtidende A;;Fremgår af forskriften;20080905;20080909;20080909;20080909;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2008/894
B;Bekendtgørelse;Bekendtgørelse om tilskud til rydning af tilgroede arealer og forberedelse til afgræsning 2022;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Landbrugsstyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri,\nLandbrugsstyrelsen, j.nr. 22-23326-000008;1239;2022;DC000701;B20220123905;Lovtidende A;;Fremgår af forskriften;20220901;20220903;20220903;20220903;;FALSE;;;;;A20200011429;;;;https://www.retsinformation.dk/eli/lta/2022/1239
L;Bekendtgørelse (international);Bekendtgørelse af protokol af 21. oktober 1986 med Sovjetunionen om præcisering og udvidelse af langtidsprogrammet af 16. juni 1978 for udvidelse af det økonomiske og industrielle samarbejde (* 1);;Udenrigsministeriet;Udenrigsministeriet;Udenrigsmin. j.nr. 74.D.9.a/1.;26;1987;CM029812;L19870002664;Lovtidende C;;Fremgår af forskriften;19870403;19971001;20020821;19870612;;FALSE;(* 1) Der henvises til noten i aktuel base under bekendtgørelsen af overenskomsten af 26. oktober 1992 mellem Danmark og Rusland om økonomisk, industrielt, videnskabeligt og teknisk samarbejde om forholdet mellem Danmark og de øvrige stater, der opstod ved Sovjetunionens opløsning.,Ved opløsningen af Sovjetunionen opstod foruden Rusland følgende nye stater: Armenien, Azerbajdjan, Georgien, Belarus (Hviderusland), Kazakstan, Kirgizistan, Moldova (Moldavien), Tadjikistan, Turkmenistan, Ukraine og Uzbekistan. Ovenstående overenskomst er ophævet i forholdet mellem Danmark og Rusland, jf. Udenrigsministeriets bkg. nr. 60 af 11. december 2000, Lovtidende C. Overenskomsten er ikke nødvendigvis bortfaldet i forholdet mellem Danmark og de øvrige stater.;;;;;BKI nr 60 af 11/12/2000;;;https://www.retsinformation.dk/eli/ltc/1987/26
B;Bekendtgørelse;Bekendtgørelse om basisanalyser;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;837;2016;CK000736;B20160083705;Lovtidende A;;Fremgår af forskriften;20160627;20160629;20160629;20160629;;FALSE;;;;;A20170011929,A20170012629;;;;https://www.retsinformation.dk/eli/lta/2016/837
B;Bekendtgørelse;Bekendtgørelse om støtteberettigelse, regnskab, revision og kontrol m.v. i forbindelse med udbetaling af tilskud fra Den Europæiske Regionalfond, Den Europæiske Socialfond Plus og Fonden for Retfærdig Omstilling;;Erhvervsministeriet;Erhvervsstyrelsen;Erhvervsmin.,\nErhvervsstyrelsen, j.nr. 2022-3237;285;2022;CQ002121;B20220028505;Lovtidende A;;Fremgår af forskriften;20220301;20220305;20220305;20220305;;FALSE;;;;;A20190016029;;;;https://www.retsinformation.dk/eli/lta/2022/285
A;Ændringslov;Lov om ændring af forskellige love\n(Konsekvensændringer som følge af lov om et indkomstregister);;Skatteministeriet;SKAT;Skattemin., j.nr. 2005-711-0049;404;2006;AN005239;A20060040430;Lovtidende A;;Fremgår af forskriften;20060508;20060509;20070820;20060509;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2006/404
A;Lov;Lov om Danmarks tiltrædelse af De europæiske Fællesskaber (Tiltrædelsesloven) Bilag 1 til loven: Akt vedrørende tiltrædelsesvilkårene og tilpasningerne af traktaterne (Tiltrædelsesakten) (* 1);;Udenrigsministeriet;Udenrigsministeriet;Udenrigsmin. J.nr. 108.Dan.a/6;21102;1972;CM031264;A19722110230;Lovtidende A;;Fremgår af forskriften;19721011;19971001;19990128;19721116;;FALSE;(* 1) De af bilagene til loven omfattede traktater og andre akter er af tekniske grunde indlagt i Retsinformation som 80 særskilte dokumenter. En fortegnelse over disse særskilte dokumenter med angivelse af det nummer, hvert enkelt dokument er blevet tildelt i Retsinformation, er indlagt som note 2 til U LOV nr. 447 af 11. oktober 1972 (Tiltrædelsesloven);;;;;;;;https://www.retsinformation.dk/eli/lta/1972/21102
L;Bekendtgørelse (international);Bekendtgørelse af traktat af 15. marts 1984 vedrørende Grønlands udtræden af De europæiske Fællesskaber;;Udenrigsministeriet;Udenrigsministeriet;Udenrigsmin. j.nr. 400.A.8-1-0.;59;1985;CM030379;L19850005964;Lovtidende C;;Fremgår af forskriften;19850905;19971001;20080731;19851126;;FALSE;;;;;;BKI nr 107 af 01/11/1990,BKI nr 25 af 30/09/2008;;;https://www.retsinformation.dk/eli/ltc/1985/59
A;Lov;Lov om Danmarks tiltrædelse af De europæiske Fællesskaber (Tiltrædelsesloven) Bilag 1 til loven: Akt vedrørende tiltrædelsesvilkårene og tilpasningerne af traktaterne (Tiltrædelsesakten) Bilag til Tiltrædelsesakten Bilag IX. Liste omhandlet i    Tiltrædelsesaktens artikel 148 stk. (2) (* 1);;Udenrigsministeriet;Udenrigsministeriet;Udenrigsmin. J.nr. 108.Dan.a/6;21111;1972;CM031273;A19722111130;Lovtidende A;;Fremgår af forskriften;19721011;19971001;19990128;19721116;;FALSE;(* 1) De af bilagene til loven omfattede traktater og andre akter er af tekniske grunde indlagt i Retsinformation som 80 særskilte dokumenter. En fortegnelse over disse særskilte dokumenter med angivelse af det nummer, hvert enkelt dokument er blevet tildelt i Retsinformation, er indlagt som note 2 til U LOV nr. 447 af 11. oktober 1972 (Tiltrædelsesloven);;;;;;;;https://www.retsinformation.dk/eli/lta/1972/21111
B;Bekendtgørelse;Bekendtgørelse om en midlertidig kompensationsordning for freelancere mv. ramt af én eller flere COVID-19-relaterede restriktioner;;Erhvervsministeriet;Erhvervsstyrelsen;Erhvervsmin.,\nErhvervsstyrelsen, j.nr. 2020-17174;1087;2021;CQ001789;B20210108705;Lovtidende A;;Fremgår af forskriften;20210527;20210603;20220402;20210603;;FALSE;;;;;A20180151830,A20220904516;BEK nr 2722 af 16/12/2021,BEK nr 320 af 11/03/2022,BEK nr 617 af 12/05/2022;;;https://www.retsinformation.dk/eli/lta/2021/1087
A;Lovbekendtgørelse;Bekendtgørelse af lov om beskatning af rederivirksomhed (tonnageskatteloven);Tonnageskatteloven;Skatteministeriet;Skatteforvaltningen;Skattemin., j.nr. 2021 - 2537;500;2021;AN014850;A20210050029;Lovtidende A;;Fremgår af forskriften;20210322;20210325;20210325;20210325;;FALSE;;;;;;LOV nr 539 af 06/06/2007;;;https://www.retsinformation.dk/eli/lta/2021/500
B;Bekendtgørelse;Bekendtgørelse om en midlertidig og målrettet lønkompensationsordning på Kulturministeriet og Børne- og Undervisningsministeriets område til foreninger, selvejende institutioner og fonde m.v. med primært offentlig finansiering, der er i økonomisk krise som følge af Coronavirussygdom 2019 (COVID-19);;Kulturministeriet;Kulturministeriet;Kulturmin., j.nr. 20/03567;340;2021;AK001705;B20210034005;Lovtidende A;;Fremgår af forskriften;20210302;20210305;20220412;20210305;;FALSE;;;;;A20220904516;BEK nr 715 af 22/04/2021,BEK nr 972 af 19/05/2021,BEK nr 2375 af 03/12/2021,BEK nr 1231 af 25/08/2022;;;https://www.retsinformation.dk/eli/lta/2021/340
A;Ændringslov;Lov om ændring af lov om forskningsrådgivning m.v. og forskellige andre love og om ophævelse af lov om Højteknologifonden\n(Ændringer som følge af lov om Danmarks Innovationsfond);;Uddannelses- og Forskningsministeriet;;Uddannelses- og Forskningsmin.,\nStyrelsen for Forskning og Innovation, j.nr. 14/000747;310;2014;CE000029;A20140031030;Lovtidende A;;Fremgår af forskriften;20140329;20140330;20170920;20140330;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2014/310
A;Lovbekendtgørelse;Bekendtgørelse af lov om vandløb;Vandløbsloven;Miljøministeriet;;Miljø- og Fødevaremin., j.nr. 2019-8697;1217;2019;CK002067;A20190121729;Lovtidende A;;Fremgår af forskriften;20191125;20191128;20191128;20191128;;FALSE;;;;;;LOV nr 2210 af 29/12/2020,LOV nr 126 af 30/01/2021,LOV nr 900 af 21/06/2022;;;https://www.retsinformation.dk/eli/lta/2019/1217
C;Cirkulære (2 sp);Cirkulære om lov nr. 435 af 26. juni 1998 om ændring af forskellige afgiftslove (Ændring af kredittider m.v.);;Skatteministeriet;;Skattemin., j.nr. 5.98-212-12;129;1998;CM047548;C19980012909;Ministerialtidende;;Fremgår af forskriften;19980716;19980803;20001207;19980722;;FALSE;;;;;A19980043530;;;;https://www.retsinformation.dk/eli/mt/1998/129
C;Cirkulæreskrivelse;Skrivelse om gruppevise udflugter m.v. fra kriminalforsorgens institutioner (Til kriminalforsorgsområderne);;Justitsministeriet;Direktoratet for Kriminalforsorgen;Justitsmin.,\nDirektoratet for Kriminalforsorgen, j.nr. 22-61-0129;9760;2022;AA013240;C20220976010;Retsinformation;;Fremgår af forskriften;20220628;20220629;20220629;;;FALSE;;;;;B20220102505;;;;https://www.retsinformation.dk/eli/retsinfo/2022/9760
C;Cirkulære (1 sp);Cirkulære om dispositionsbegrænsninger for 2021;;Finansministeriet;;Finansmin.,\nØkonomistyrelsen, j.nr. 2021 -1503;9963;2021;AE002936;C20210996309;Retsinformation;;Fremgår af forskriften;20211118;20211120;20211120;;;FALSE;;;;;C20200989809;;;;https://www.retsinformation.dk/eli/retsinfo/2021/9963
A;Lov;Lov om Danmarks tiltrædelse af De europæiske Fællesskaber (Tiltrædelsesloven) Bilag 1 til loven: Akt vedrørende tiltrædelsesvilkårene og tilpasningerne af traktaterne (Tiltrædelsesakten) Bilag til Tiltrædelsesakten Bilag IV. Liste over produkter    nævnt i Tiltrædelsesaktens artikel 32 (Commonwealth-produkter der nyder godt af den aftalemæssige præferencemargin i Det forenede Kongerige) (* 1);;Udenrigsministeriet;Udenrigsministeriet;Udenrigsmin. J.nr. 108.Dan.a/6;21106;1972;CM031268;A19722110630;Lovtidende A;;Fremgår af forskriften;19721011;19971001;19990128;19721116;;FALSE;(* 1) De af bilagene til loven omfattede traktater og andre akter er af tekniske grunde indlagt i Retsinformation som 80 særskilte dokumenter. En fortegnelse over disse særskilte dokumenter med angivelse af det nummer, hvert enkelt dokument er blevet tildelt i Retsinformation, er indlagt som note 2 til U LOV nr. 447 af 11. oktober 1972 (Tiltrædelsesloven);;;;;;;;https://www.retsinformation.dk/eli/lta/1972/21106
C;Vejledning;Vejledning om tilskud til oplagring af fiskevarer;;Ministeriet for Fødevarer, Landbrug og Fiskeri;NaturErhvervstyrelsen;Miljø- og Fødevaremin.,\nNaturErhvervstyrelsen, j.nr. 14-8617-000002;11540;2015;CK001171;C20151154060;Retsinformation;;Fremgår af forskriften;20150125;20170126;20170126;;;FALSE;;;;;B20150001905;;;;https://www.retsinformation.dk/eli/retsinfo/2015/11540
C;Cirkulære (2 sp);Vedtægter for Jagt- og Skovbrugsmuseet i Hørsholm;;Miljøministeriet;;Ingen;13015;1946;CM039500;C19461301509;Retsinformation;;Fremgår af forskriften;19460910;19970925;20091217;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1946/13015
B;Bekendtgørelse;Bekendtgørelse om tilskud til braklagte randzoner langs vandløb og søer;;Ministeriet for Fødevarer, Landbrug og Fiskeri;FødevareErhverv;Fødevaremin.,\nFødevareErhverv, j.nr. 3690-09-32;96;2010;AH003723;B20100009605;Lovtidende A;;Fremgår af forskriften;20100128;20100130;20100130;20100130;;FALSE;;;;;A20200011429;BEK nr 77 af 27/01/2012,BEK nr 45 af 22/01/2013,BEK nr 66 af 21/01/2014,BEK nr 1303 af 09/12/2014,BEK nr 88 af 28/01/2015;;;https://www.retsinformation.dk/eli/lta/2010/96
C;Cirkulære (1 sp);"Cirkulære om organisationsaftale for Stewardesser på Havundersøgelsesskibet ""DANA""\n(2005)";;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Ministeriet for Fødevarer, Landbrug og Fiskeri, j.nr. ;9147;2006;AH002304;C20060914709;Retsinformation;;Fremgår af forskriften;20060224;20060327;20060327;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/2006/9147
L;Bekendtgørelse (international);Bekendtgørelse af overenskomst af 18. december 1995 med Norge om afgrænsning af kontinentalsoklen i området mellem Grønland og Jan Mayen og om grænsen mellem fiskerizonerne i området;;Udenrigsministeriet;Udenrigsministeriet;Udenrigsmin. JT.2. j.nr. 55.Grønland.1.a.;14;1996;CM040405;L19960001464;Lovtidende C;;Fremgår af forskriften;19960328;19971001;19990205;19960413;;FALSE;;;;;;BKI nr 41 af 12/11/1998;;;https://www.retsinformation.dk/eli/ltc/1996/14
B;Bekendtgørelse;Bekendtgørelse om vurdering af virkningerne på miljøet (VVM), konsekvensvurdering vedrørende Natura 2000-områder og beskyttelse af visse dyre- og plantearter i forbindelse med ændringer eller udvidelser af anlægsprojektet om en fast forbindelse over Femern Bælt med tilhørende landanlæg i Danmark;;Transportministeriet;Trafik-, Bygge- og Boligstyrelsen;Transport-, Bygnings- og Boligmin., j.nr. 2016-4327;1106;2017;CX000202;B20170110605;Lovtidende A;;Fremgår af forskriften;20170928;20170930;20170930;20170930;;FALSE;;;;;A20150057530;;;;https://www.retsinformation.dk/eli/lta/2017/1106
C;Cirkulære (1 sp);Cirkulære om dispositionsbegrænsninger for 2021;;Finansministeriet;Økonomistyrelsen;Finansmin.,\nØkonomistyrelsen, j.nr. 2021-3229;10034;2021;AE002946;C20211003409;Retsinformation;;Fremgår af forskriften;20211201;20211214;20211214;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/2021/10034
